Müşteri Id,Quarter Start Date,cwg,Segment Score
181763652,2023-07-01,200,0.48624023339811
181763652,2023-10-01,200,0.48624023339811
181994620,2023-04-01,600,1.4587207001943
181994632,2024-01-01,18708,45.48291143206
181994632,2024-04-01,12472,30.321940954706
181994655,2023-04-01,600,1.4587207001943
181994674,2022-07-01,600,1.4587207001943
181994674,2022-10-01,600,1.4587207001943
181994674,2023-01-01,600,1.4587207001943
181994674,2023-04-01,600,1.4587207001943
181994674,2023-07-01,600,1.4587207001943
181994674,2023-10-01,200,0.48624023339811
181994674,2024-04-01,200,0.48624023339811
181994766,2023-04-01,200,0.48624023339811
181994766,2023-07-01,200,0.48624023339811
181994769,2023-01-01,200,0.48624023339811
181994769,2023-04-01,400,0.97248046679623
181994845,2022-10-01,600,1.4587207001943
181994860,2022-07-01,147339,358.21074874322
181994860,2022-10-01,147339,358.21074874322
181994860,2023-01-01,147339,358.21074874322
181994860,2023-04-01,147339,358.21074874322
181994860,2023-07-01,147339,358.21074874322
181994860,2023-10-01,147339,358.21074874322
181994860,2024-01-01,147339,358.21074874322
181994860,2024-04-01,98226,238.80716582882
181994943,2024-01-01,400,0.97248046679623
181994978,2023-01-01,600,1.4587207001943
181994978,2023-04-01,600,1.4587207001943
181994978,2023-07-01,600,1.4587207001943
181994978,2023-10-01,600,1.4587207001943
181994978,2024-01-01,400,0.97248046679623
181994978,2024-04-01,200,0.48624023339811
181994985,2024-04-01,400,0.97248046679623
181995051,2022-07-01,600,1.4587207001943
181995109,2022-10-01,600,1.4587207001943
181995148,2022-07-01,18402,44.738963874961
181995148,2022-10-01,18402,44.738963874961
181995148,2023-10-01,36804,89.477927749921
181995148,2024-01-01,55206,134.21689162488
181995187,2023-04-01,200,0.48624023339811
181995187,2023-07-01,200,0.48624023339811
181995214,2023-04-01,200,0.48624023339811
181995214,2023-07-01,200,0.48624023339811
181995552,2024-01-01,400,0.97248046679623
181995895,2022-10-01,200,0.48624023339811
181995895,2023-01-01,600,1.4587207001943
181995895,2023-04-01,600,1.4587207001943
181995895,2023-07-01,400,0.97248046679623
181995895,2023-10-01,400,0.97248046679623
181995895,2024-01-01,600,1.4587207001943
181995895,2024-04-01,400,0.97248046679623
181995953,2023-10-01,400,0.97248046679623
181995956,2024-01-01,600,1.4587207001943
181996017,2024-01-01,400,0.97248046679623
181996067,2022-07-01,600,1.4587207001943
181996168,2022-07-01,7947,19.320755674074
181996168,2022-10-01,23841,57.962267022222
181996168,2023-01-01,23841,57.962267022222
181996168,2023-04-01,15894,38.641511348148
181996168,2023-07-01,15894,38.641511348148
181996168,2023-10-01,23841,57.962267022222
181996168,2024-01-01,23841,57.962267022222
181996168,2024-04-01,15894,38.641511348148
181996178,2022-10-01,400,0.97248046679623
181996178,2023-10-01,600,1.4587207001943
181996178,2024-01-01,200,0.48624023339811
181996199,2022-07-01,600,1.4587207001943
181996199,2023-10-01,600,1.4587207001943
181996199,2024-01-01,200,0.48624023339811
181996201,2024-04-01,400,0.97248046679623
181996213,2023-10-01,400,0.97248046679623
181996219,2023-01-01,600,1.4587207001943
181996229,2022-07-01,600,1.4587207001943
181996229,2023-04-01,600,1.4587207001943
181996229,2023-07-01,600,1.4587207001943
181996229,2023-10-01,600,1.4587207001943
181996229,2024-01-01,400,0.97248046679623
181996229,2024-04-01,400,0.97248046679623
181996255,2022-10-01,200,0.48624023339811
181996255,2023-01-01,200,0.48624023339811
181996257,2024-04-01,400,0.97248046679623
181996275,2024-04-01,400,0.97248046679623
181996454,2022-10-01,200,0.48624023339811
181996454,2023-01-01,200,0.48624023339811
181996462,2023-10-01,600,1.4587207001943
181996462,2024-01-01,200,0.48624023339811
181996462,2024-04-01,400,0.97248046679623
181996500,2023-07-01,400,0.97248046679623
181996513,2022-07-01,600,1.4587207001943
181996513,2022-10-01,600,1.4587207001943
181996513,2023-01-01,400,0.97248046679623
181996521,2022-07-01,600,1.4587207001943
181996554,2023-01-01,400,0.97248046679623
181996688,2022-10-01,400,0.97248046679623
181996733,2022-10-01,36960,89.857195131972
181996733,2023-01-01,36960,89.857195131972
